id,Booking_status,Probability
42302,0,0.26493534
42303,0,0.29198018
42304,0,0.1413066
42305,0,0.2874059
42306,0,0.20577148
42307,0,0.04901638
42308,0,0.2757518
42309,0,0.12099958
42310,0,0.46099705
42311,1,0.6297057
42312,0,0.10629178
42313,1,0.86678284
42314,1,0.5808459
42315,0,0.22311492
42316,1,0.59403664
42317,0,0.10997087
42318,0,0.38962907
42319,0,0.008541787
42320,0,0.27639583
42321,0,0.4836846
42322,1,0.758146
42323,0,0.03532654
42324,1,0.6740965
42325,0,0.039396208
42326,1,0.5792787
42327,0,0.04052328
42328,0,0.109617546
42329,0,0.026750194
42330,1,0.7306146
42331,0,0.42296883
42332,0,0.48926356
42333,1,0.68323815
42334,0,0.021370005
42335,1,0.71170056
42336,0,0.07975408
42337,1,0.69540465
42338,0,0.3477402
42339,0,0.010242325
42340,0,0.06317496
42341,1,0.61240715
42342,1,0.8091908
42343,0,0.4061826
42344,0,0.39102992
42345,0,0.018686641
42346,1,0.9726612
42347,1,0.76752037
42348,1,0.7210563
42349,0,0.042773396
42350,0,0.42322582
42351,0,0.06658278
42352,1,0.7164141
42353,1,0.75886303
42354,0,0.09342702
42355,0,0.18860842
42356,1,0.56877005
42357,0,0.00020732923
42358,1,0.80975306
42359,0,0.08794199
42360,1,0.8279032
42361,0,0.20028783
42362,1,0.70640516
42363,0,0.21692295
42364,0,0.1346346
42365,0,0.19950011
42366,0,0.24417733
42367,1,0.7194795
42368,1,0.50815725
42369,1,0.74957764
42370,0,0.41931784
42371,0,0.04376335
42372,1,0.57349646
42373,1,0.87624186
42374,0,0.41424054
42375,0,0.3465354
42376,0,0.042574335
42377,1,0.8754452
42378,1,0.5872213
42379,0,0.17653628
42380,0,0.021813808
42381,1,0.53069186
42382,1,0.6376119
42383,1,0.8870128
42384,0,0.26075473
42385,0,0.008408046
42386,1,0.83408344
42387,1,0.6959235
42388,0,0.043044675
42389,0,0.01566595
42390,1,0.8051163
42391,0,0.19310288
42392,0,0.04357748
42393,0,0.15953672
42394,0,0.44209343
42395,1,0.51364857
42396,0,0.052402698
42397,1,0.8979896
42398,0,0.053032376
42399,1,0.78714806
42400,1,0.5611841
42401,0,0.33105716
42402,1,0.59533
42403,0,0.40027118
42404,0,0.3397081
42405,0,0.26696897
42406,0,0.44996706
42407,0,0.11829517
42408,0,0.2021705
42409,0,0.36426654
42410,1,0.5647105
42411,0,9.084929e-12
42412,1,0.8272599
42413,1,0.62326026
42414,1,0.65694994
42415,0,0.15835278
42416,1,0.81430686
42417,0,0.18233754
42418,0,0.38584477
42419,0,0.27029556
42420,0,0.15272042
42421,0,0.041757453
42422,0,0.45943826
42423,1,0.6656288
42424,1,0.7755851
42425,0,0.30226344
42426,0,0.4565293
42427,0,0.06591987
42428,0,0.30303574
42429,1,0.95843
42430,0,0.39745456
42431,1,0.6850606
42432,1,0.88269734
42433,0,0.24447109
42434,0,4.491899e-06
42435,0,0.059217397
42436,0,0.4690138
42437,0,0.17703062
42438,0,0.33181036
42439,1,0.9407931
42440,0,0.20168242
42441,1,0.8834736
42442,0,0.1490277
42443,0,0.29827452
42444,0,0.03817445
42445,0,0.07768241
42446,1,0.8972761
42447,0,0.1473678
42448,0,0.040065438
42449,0,0.16344254
42450,0,0.24469768
42451,0,0.18913317
42452,0,0.013721281
42453,0,0.12835735
42454,0,0.17359173
42455,0,0.29547715
42456,0,0.30544654
42457,0,0.03281257
42458,0,0.42555234
42459,0,0.29594815
42460,1,0.67408234
42461,0,0.12714158
42462,1,0.64256716
42463,0,0.22818586
42464,1,0.64016736
42465,0,0.16270941
42466,1,0.7362257
42467,0,0.28107995
42468,0,0.3023267
42469,0,0.06254544
42470,0,0.1987807
42471,1,0.52907664
42472,0,0.36967593
42473,0,0.056532368
42474,0,0.49528113
42475,0,0.07011284
42476,0,0.00036790528
42477,0,0.44214898
42478,1,0.87128246
42479,1,0.7480093
42480,0,0.006181274
42481,0,0.20856251
42482,0,0.06354612
42483,0,0.42021647
42484,0,0.18233547
42485,0,0.00027230073
42486,1,0.73538345
42487,0,0.4557905
42488,0,0.0011024583
42489,0,0.19500187
42490,0,0.07037786
42491,1,0.7199987
42492,0,0.48680055
42493,0,0.21421348
42494,0,0.34041914
42495,0,0.35597095
42496,0,0.48437706
42497,0,0.012834172
42498,0,0.061537933
42499,0,0.07646982
42500,0,0.13576187
42501,0,0.45793116
42502,1,0.50118375
42503,1,0.8656665
42504,0,0.040881664
42505,0,1.1495381e-08
42506,1,0.52038795
42507,0,0.014945767
42508,0,0.24633776
42509,0,0.28063327
42510,1,0.588603
42511,0,0.40831238
42512,0,0.35104817
42513,0,0.01052139
42514,0,0.022738697
42515,1,0.639893
42516,1,0.58876103
42517,0,0.49253476
42518,1,0.58146566
42519,0,0.4463194
42520,1,0.57434475
42521,0,0.013834376
42522,0,0.22189383
42523,0,0.3842217
42524,0,0.48779565
42525,1,0.72756374
42526,1,0.81065243
42527,1,0.50089675
42528,1,0.5850366
42529,0,0.1071885
42530,1,0.735127
42531,1,0.8194278
42532,0,0.18447326
42533,1,0.5122874
42534,0,0.09273832
42535,1,0.8665249
42536,0,0.13643876
42537,0,0.1014042
42538,1,0.6263506
42539,0,0.35707945
42540,0,0.23264854
42541,0,0.22258374
42542,0,0.16325343
42543,0,0.450901
42544,0,0.033181712
42545,1,0.8289071
42546,0,0.028148567
42547,0,0.3183359
42548,1,0.54930985
42549,0,0.28220886
42550,0,0.49997544
42551,1,0.84879905
42552,1,0.6497181
42553,0,0.0069028055
42554,0,0.21580616
42555,0,0.34077576
42556,0,0.25127614
42557,1,0.57306826
42558,0,0.32191512
42559,0,0.10886224
42560,0,0.280195
42561,1,0.64903915
42562,1,0.80237937
42563,1,0.73587936
42564,0,0.44096687
42565,0,0.48408026
42566,1,0.9434808
42567,0,0.15762538
42568,0,0.013999467
42569,0,0.15252884
42570,0,0.45324463
42571,0,6.3545062e-06
42572,0,0.4151919
42573,0,0.33288655
42574,1,0.55588114
42575,1,0.63110507
42576,0,0.24698837
42577,0,0.16491331
42578,0,0.027125418
42579,0,0.028253352
42580,0,1.9837242e-20
42581,1,0.876938
42582,0,0.07430927
42583,0,0.034291137
42584,0,0.032170784
42585,0,0.14957662
42586,0,8.5050684e-05
42587,1,0.7031158
42588,1,0.57349646
42589,1,0.65633124
42590,1,0.8230329
42591,0,0.1415045
42592,0,0.18659532
42593,0,0.37715462
42594,0,0.020175658
42595,0,0.37877452
42596,0,0.36906853
42597,0,0.11134507
42598,0,0.32535893
42599,0,0.3114745
42600,0,0.00068675337
42601,0,0.36089334
42602,1,0.66751146
42603,0,0.1530992
42604,1,0.857058
42605,0,0.4801838
42606,1,0.772432
42607,0,0.3678723
42608,0,0.14937125
42609,0,1.2858518e-06
42610,1,0.61673075
42611,1,0.63919616
42612,0,0.036641277
42613,0,0.060108438
42614,0,0.016406102
42615,0,0.28371513
42616,1,0.79315144
42617,0,0.4297592
42618,1,0.59549725
42619,0,0.22780159
42620,1,0.6830297
42621,1,0.5712163
42622,0,0.40483478
42623,1,0.60270536
42624,0,0.015466131
42625,0,0.15510294
42626,1,0.74902296
42627,1,0.6452485
42628,1,0.85694855
42629,1,0.6360179
42630,1,0.90074956
42631,0,0.31898633
42632,0,0.012170149
42633,0,0.06717649
42634,0,0.2988089
42635,0,0.10390292
42636,0,0.2382716
42637,1,0.521502
42638,0,0.021938708
42639,1,0.6171309
42640,0,0.10400176
42641,0,0.07488468
42642,0,0.2531452
42643,0,0.3043847
42644,0,0.38243258
42645,1,0.6522426
42646,1,0.67517537
42647,0,0.05031336
42648,0,0.0833565
42649,0,0.2698237
42650,0,0.45948648
42651,0,0.17366183
42652,0,0.27014259
42653,0,0.19351469
42654,0,0.22502354
42655,0,0.026180748
42656,0,0.47794127
42657,1,0.65701705
42658,0,0.1034673
42659,0,0.37122568
42660,0,0.24520552
42661,0,0.1873626
42662,1,0.8008331
42663,0,0.025874397
42664,0,0.07935833
42665,0,0.32186997
42666,1,0.57024187
42667,0,0.0945935
42668,0,0.065332524
42669,1,0.75383675
42670,1,0.88596976
42671,0,0.25875947
42672,1,0.9138421
42673,0,0.2648074
42674,0,0.0041637546
42675,0,0.17475437
42676,0,0.38516328
42677,1,0.57832503
42678,0,0.0790314
42679,0,0.06930199
42680,0,0.34072104
42681,0,0.017827144
42682,1,0.6956311
42683,1,0.83205646
42684,0,0.01708849
42685,0,0.23261401
42686,0,0.110460944
42687,0,0.035494428
42688,1,0.5615898
42689,1,0.91022116
42690,0,0.29166391
42691,0,0.0029929786
42692,0,0.03706342
42693,1,0.6557141
42694,0,0.0872609
42695,0,0.35747036
42696,1,0.5477476
42697,0,0.37230474
42698,0,0.2525161
42699,1,0.6175574
42700,0,0.32067478
42701,0,0.00095145585
42702,0,0.087396316
42703,0,0.17951465
42704,0,0.2327502
42705,0,0.02462778
42706,0,0.06220235
42707,0,0.024305167
42708,0,0.037948363
42709,0,0.0009849078
42710,0,0.45946366
42711,0,0.35881042
42712,1,0.68265307
42713,0,0.020146124
42714,0,0.1463263
42715,0,0.07447401
42716,1,0.6791172
42717,0,0.02293772
42718,0,0.04161287
42719,0,0.028058723
42720,1,0.7430776
42721,1,0.7748101
42722,0,0.4576801
42723,0,0.30479464
42724,0,0.21098368
42725,0,0.0018870905
42726,0,0.13460341
42727,1,0.90989363
42728,0,0.11187635
42729,1,0.83109415
42730,0,0.42586538
42731,0,0.04523678
42732,1,0.89645755
42733,1,0.7680814
42734,0,0.28860685
42735,0,0.13925743
42736,1,0.774962
42737,0,0.43653464
42738,0,0.0046421806
42739,0,0.24850518
42740,0,0.30843234
42741,1,0.7897456
42742,0,0.018032132
42743,1,0.68066025
42744,1,0.8155733
42745,1,0.75917
42746,0,0.10090238
42747,1,0.68699
42748,1,0.84285104
42749,1,0.5975125
42750,1,0.64845794
42751,0,0.07240465
42752,0,0.050248772
42753,0,0.45159933
42754,0,0.4237146
42755,1,0.75803226
42756,0,0.2098789
42757,0,0.058117345
42758,1,0.6691891
42759,0,0.45343885
42760,0,0.41872057
42761,0,0.043512877
42762,1,0.83848435
42763,0,0.17385955
42764,1,0.80720085
42765,0,0.38468495
42766,0,0.0276214
42767,0,0.0022141754
42768,1,0.60520345
42769,0,0.19408426
42770,0,0.11327461
42771,1,0.79858226
42772,0,0.1685859
42773,1,0.5075344
42774,0,0.028707597
42775,0,0.0035724046
42776,0,0.04604236
42777,0,0.1942312
42778,0,0.3277233
42779,0,0.14310038
42780,0,0.030506792
42781,1,0.5711653
42782,0,0.048118792
42783,1,0.6221505
42784,1,0.60939395
42785,0,0.42397094
42786,0,1.5967378e-18
42787,1,0.5760077
42788,0,0.49983707
42789,1,0.8597346
42790,0,0.22842182
42791,0,0.14211589
42792,0,0.13560574
42793,0,0.12680806
42794,0,0.23073657
42795,1,0.6988852
42796,1,0.815185
42797,0,0.053907387
42798,1,0.5286353
42799,0,0.0492411
42800,1,0.6375505
42801,1,0.68739855
42802,0,0.16905686
42803,0,0.087388195
42804,0,0.06678578
42805,0,0.025980275
42806,1,0.62354904
42807,0,0.2812971
42808,0,1.9891064e-05
42809,0,0.14713919
42810,1,0.8628497
42811,1,0.7590637
42812,0,0.46413407
42813,1,0.75150317
42814,0,0.44716132
42815,0,0.06340841
42816,0,0.02672838
42817,1,0.57783204
42818,0,0.14639483
42819,0,0.21490149
42820,1,0.67082673
42821,0,0.011448213
42822,1,0.63708365
42823,1,0.666706
42824,0,0.17014922
42825,0,0.009372377
42826,1,0.8800519
42827,0,0.3035849
42828,1,0.65536326
42829,0,0.21020302
42830,1,0.71160483
42831,1,0.85488796
42832,0,0.12386347
42833,1,0.63135
42834,0,0.17568794
42835,1,0.856564
42836,0,0.33784646
42837,1,0.8331163
42838,0,0.017198551
42839,1,0.7672439
42840,0,0.013370274
42841,0,3.3208933e-06
42842,0,0.34074354
42843,1,0.7779869
42844,0,0.19013448
42845,0,0.07573375
42846,1,0.7458113
42847,0,0.2775809
42848,0,0.01890165
42849,0,0.07228672
42850,0,0.18270826
42851,1,0.52448946
42852,0,0.48990873
42853,1,0.8013366
42854,0,0.086417325
42855,0,0.034797963
42856,0,0.22570993
42857,1,0.8695775
42858,0,0.07007186
42859,0,0.015668819
42860,0,0.19625919
42861,0,0.049237266
42862,0,0.0076735434
42863,0,0.002499977
42864,1,0.8450645
42865,1,0.67595077
42866,0,0.25685805
42867,0,0.2558782
42868,1,0.8649927
42869,0,0.044440787
42870,0,0.052865267
42871,1,0.8159708
42872,0,0.4278389
42873,0,0.15495817
42874,0,0.35962895
42875,1,0.57037216
42876,1,0.6028993
42877,0,0.22525589
42878,0,0.456035
42879,0,0.21996328
42880,0,0.031364977
42881,0,0.011716028
42882,1,0.809858
42883,1,0.64699614
42884,0,0.07135733
42885,1,0.74757785
42886,1,0.85485107
42887,0,0.20059183
42888,0,0.2947412
42889,1,0.80009574
42890,1,0.7612227
42891,0,0.33503914
42892,0,0.19732594
42893,0,0.08094382
42894,0,0.023898415
42895,0,0.40300918
42896,0,0.089131325
42897,0,0.4556101
42898,1,0.9368471
42899,0,0.1584058
42900,0,0.2854412
42901,1,0.6717832
42902,0,0.22041935
42903,1,0.54818803
42904,1,0.67842525
42905,0,0.038966473
42906,0,0.22533177
42907,0,0.49894315
42908,1,0.86821944
42909,0,0.41170725
42910,0,0.01267854
42911,1,0.8595244
42912,0,0.3101405
42913,0,0.24987711
42914,0,0.18478881
42915,1,0.5300329
42916,0,0.00055988866
42917,0,0.029313453
42918,0,0.14308292
42919,0,0.42356542
42920,0,0.31847104
42921,1,0.6662836
42922,1,0.71433973
42923,1,0.8947801
42924,1,0.63153404
42925,1,0.5474251
42926,0,0.045803275
42927,0,0.05754665
42928,1,0.5198294
42929,0,0.042132005
42930,1,0.688761
42931,0,0.30498514
42932,1,0.7628552
42933,0,0.04620952
42934,1,0.9264405
42935,0,0.31276533
42936,1,0.74970794
42937,1,0.76814884
42938,1,0.89496964
42939,0,0.22971395
42940,1,0.61109364
42941,0,0.49579716
42942,0,0.30890194
42943,1,0.8636506
42944,0,0.3948579
42945,1,0.6340549
42946,0,0.3080907
42947,0,0.084280536
42948,1,0.5781511
42949,0,0.048828386
42950,1,0.5352841
42951,0,0.21422084
42952,0,0.30373225
42953,1,0.7907395
42954,0,0.454154
42955,1,0.86496675
42956,0,0.4214664
42957,1,0.60248667
42958,0,0.3152802
42959,0,0.37582764
42960,0,0.092890486
42961,0,0.4560793
42962,1,0.87050694
42963,0,0.14937364
42964,0,0.039661385
42965,0,0.0039873365
42966,1,0.7766017
42967,1,0.74953645
42968,0,0.021475827
42969,0,0.31512812
42970,0,0.081939496
42971,0,0.29662633
42972,1,0.7350772
42973,1,0.7600941
42974,0,0.06966118
42975,0,0.44473392
42976,0,0.22856437
42977,0,0.18730095
42978,1,0.68843246
42979,0,0.1810291
42980,0,0.46291846
42981,0,0.424223
42982,0,0.21443477
42983,0,0.10831425
42984,0,0.4125978
42985,1,0.55606943
42986,0,0.381941
42987,1,0.9385904
42988,0,0.04804522
42989,0,0.23798284
42990,1,0.72088724
42991,0,0.10358967
42992,0,0.04708155
42993,0,0.061310127
42994,1,0.52132094
42995,1,0.7474397
42996,0,0.23228724
42997,0,0.3781763
42998,1,0.7722021
42999,1,0.72191125
43000,0,0.2701584
43001,0,0.14288849
43002,0,0.24015553
43003,1,0.6825156
43004,1,0.72983986
43005,0,0.2741598
43006,1,0.74755186
43007,0,0.4018978
43008,0,0.254554
43009,0,0.28338882
43010,1,0.71140295
43011,0,0.32895595
43012,0,0.45708168
43013,0,0.28331992
43014,1,0.7086744
43015,0,0.22341204
43016,1,0.56220984
43017,0,0.16193096
43018,0,0.07929511
43019,0,0.28643352
43020,1,0.7770654
43021,0,0.32560366
43022,0,0.4282156
43023,1,0.7853101
43024,0,0.14427404
43025,1,0.5949417
43026,1,0.673079
43027,0,0.08101029
43028,0,0.15725349
43029,1,0.5540759
43030,0,0.338919
43031,0,0.049010914
43032,0,0.015520696
43033,1,0.8290302
43034,0,0.15729211
43035,0,0.3495622
43036,0,0.028208993
43037,0,0.06474753
43038,1,0.571724
43039,0,0.104032226
43040,0,0.2629257
43041,0,0.15616237
43042,0,1.2004351e-26
43043,1,0.8169438
43044,0,0.06284603
43045,0,0.09167027
43046,1,0.77285457
43047,0,0.26526493
43048,0,0.24331337
43049,0,0.22912662
43050,1,0.6782223
43051,0,0.13418633
43052,0,0.020550571
43053,1,0.64906883
43054,0,0.14464037
43055,0,0.24101803
43056,0,0.3545087
43057,0,0.095603615
43058,1,0.8211622
43059,1,0.6098574
43060,0,0.009338207
43061,0,0.068237044
43062,0,0.21243292
43063,1,0.6337653
43064,1,0.9157323
43065,1,0.6526224
43066,0,0.11560046
43067,0,0.2803677
43068,1,0.5769056
43069,0,0.043844227
43070,0,0.241715
43071,0,1.4578625e-05
43072,0,0.0016066543
43073,0,0.27222565
43074,1,0.7168134
43075,0,0.23063977
43076,0,0.041398548
43077,0,0.4148616
43078,0,0.3720202
43079,1,0.52781904
43080,0,0.12362388
43081,0,0.12688288
43082,0,0.16996062
43083,0,0.15787445
43084,0,0.00011378271
43085,0,4.975705e-06
43086,0,0.046493
43087,0,0.49205565
43088,0,0.27017334
43089,1,0.7671253
43090,1,0.55994093
43091,1,0.7548525
43092,0,0.0035304185
43093,1,0.8836727
43094,0,0.24646056
43095,0,0.0064712996
43096,1,0.68647695
43097,0,0.08603474
43098,1,0.57060707
43099,1,0.5484446
43100,0,0.3992214
43101,0,0.3164429
43102,1,0.66059226
43103,0,0.04656528
43104,0,0.054586034
43105,0,0.349334
43106,1,0.6348949
43107,1,0.66401637
43108,0,0.03921856
43109,0,0.28300485
43110,1,0.74147964
43111,0,0.4887182
43112,1,0.7522762
43113,0,0.30000776
43114,1,0.6791617
43115,0,0.1867141
43116,1,0.53373843
43117,0,0.07064121
43118,0,0.1615103
43119,1,0.6905495
43120,1,0.8710452
43121,0,0.10546104
43122,1,0.51402175
43123,1,0.64640725
43124,1,0.948846
43125,1,0.70853055
43126,0,0.17508355
43127,1,0.5144804
43128,1,0.8897607
43129,0,0.48706606
43130,0,0.37960604
43131,0,0.48707524
43132,0,0.23938315
43133,1,0.77843505
43134,1,0.5319833
43135,1,0.584459
43136,0,0.25819212
43137,0,0.2089757
43138,0,0.041877013
43139,0,0.1603937
43140,0,0.17697592
43141,0,0.06550614
43142,1,0.8667568
43143,0,0.43841267
43144,1,0.68007606
43145,1,0.81197745
43146,0,0.04183695
43147,0,0.20152454
43148,1,0.76919466
43149,0,0.023387564
43150,0,0.38427892
43151,0,0.09152546
43152,0,0.025651768
43153,0,0.12339576
43154,0,0.105344385
43155,0,0.1687118
43156,0,0.04414121
43157,0,0.024368523
43158,1,0.6497181
43159,0,0.42330053
43160,1,0.82307875
43161,0,0.12208177
43162,0,0.3021567
43163,0,0.040135376
43164,0,0.035336796
43165,1,0.63173884
43166,0,0.0152285015
43167,0,0.005530967
43168,0,0.003428848
43169,1,0.63318044
43170,0,0.16716614
43171,1,0.88538253
43172,1,0.9492199
43173,0,0.25537476
43174,1,0.9522395
43175,1,0.8313612
43176,0,0.2563188
43177,0,0.043519214
43178,0,0.025133109
43179,0,0.46276876
43180,1,0.7856439
43181,0,0.23326455
43182,1,0.85573083
43183,0,0.0009778654
43184,0,0.25007555
43185,1,0.85933924
43186,0,6.211973e-08
43187,1,0.6404443
43188,1,0.5337802
43189,0,0.048752274
43190,0,0.1506137
43191,0,0.23476343
43192,1,0.53541076
43193,0,0.4815482
43194,1,0.5074112
43195,0,0.18056265
43196,0,0.38286266
43197,0,0.23277904
43198,1,0.688657
43199,0,0.013122574
43200,0,0.3062193
43201,1,0.72313195
43202,0,0.026303168
43203,0,0.043772653
43204,0,0.35489386
43205,0,0.18001802
43206,1,0.7236892
43207,0,0.000605722
43208,1,0.89764833
43209,0,0.100989126
43210,0,0.4293233
43211,1,0.72821677
43212,0,0.36610013
43213,1,0.54378504
43214,0,0.04771251
43215,0,0.19653231
43216,1,0.57825065
43217,0,0.07986604
43218,1,0.69162124
43219,0,0.00063120195
43220,0,0.41403228
43221,1,0.54531795
43222,0,0.15270035
43223,0,0.02052266
43224,0,0.090591036
43225,0,0.31538856
43226,1,0.7668621
43227,1,0.6393844
43228,0,0.18962201
43229,0,0.20529312
43230,0,4.008885e-06
43231,1,0.5086009
43232,1,0.5060738
43233,0,0.25794223
43234,0,0.0473762
43235,0,0.0063892417
43236,0,0.013226717
43237,0,0.1981217
43238,0,0.13867176
43239,0,0.049685832
43240,0,0.050046083
43241,0,0.28932053
43242,0,0.25767657
43243,0,0.38746852
43244,1,0.7985686
43245,1,0.5432092
43246,0,0.0101071615
43247,0,0.2700631
43248,1,0.55701697
43249,1,0.78191495
43250,1,0.8149326
43251,0,0.49549687
43252,1,0.88440776
43253,0,0.038688082
43254,1,0.7862708
43255,1,0.680908
43256,1,0.8484421
43257,0,0.060561534
43258,1,0.78559184
43259,0,0.017688556
43260,1,0.83016086
43261,0,0.42240977
43262,0,0.064931735
43263,0,0.4846654
43264,0,0.45823535
43265,1,0.6712908
43266,1,0.68267995
43267,0,0.18783255
43268,0,0.052983254
43269,0,0.00022405184
43270,1,0.70030224
43271,0,0.18147795
43272,0,0.40589616
43273,1,0.7905149
43274,0,0.037827656
43275,0,0.43241125
43276,0,0.31767932
43277,0,0.44865543
43278,1,0.9411213
43279,1,0.75199044
43280,0,0.27908057
43281,0,0.046761088
43282,0,0.2607672
43283,1,0.7437783
43284,0,0.071047984
43285,0,0.3193374
43286,0,0.38785964
43287,0,0.49665418
43288,0,0.30761996
43289,1,0.7319177
43290,0,0.00319687
43291,0,0.09485269
43292,0,0.1208138
43293,1,0.7956118
43294,0,0.36425903
43295,0,0.21050835
43296,1,0.73619103
43297,0,0.43241775
43298,0,0.0861977
43299,0,0.21322514
43300,0,0.11257616
43301,0,0.39177236
43302,0,0.3218095
43303,0,0.41408503
43304,0,0.39131886
43305,0,0.038606137
43306,1,0.8482127
43307,0,0.051348045
43308,1,0.6496381
43309,1,0.81761014
43310,0,0.29770988
43311,0,0.2190622
43312,0,0.09785989
43313,1,0.8145046
43314,0,0.44659936
43315,1,0.8347863
43316,1,0.5144878
43317,0,0.23663245
43318,0,0.26707724
43319,0,0.23123133
43320,1,0.5790239
43321,1,0.7909764
43322,0,0.4632742
43323,1,0.89114004
43324,0,0.31685236
43325,0,0.34905767
43326,0,0.016593382
43327,1,0.70832735
43328,0,0.49009275
43329,0,0.2767337
43330,0,0.36778533
43331,0,0.03816667
43332,1,0.89882076
43333,0,0.25129288
43334,0,0.36165467
43335,0,0.012778651
43336,0,0.0064352183
43337,1,0.567624
43338,0,0.4415771
43339,0,0.08228137
43340,0,0.07908455
43341,1,0.87523687
43342,1,0.7162187
43343,1,0.7702899
43344,0,0.17239729
43345,0,0.327347
43346,1,0.7347926
43347,0,0.42692667
43348,1,0.886059
43349,0,0.05031017
43350,0,0.14137487
43351,1,0.7344854
43352,1,0.64485675
43353,1,0.76326567
43354,1,0.76106155
43355,0,0.3957162
43356,0,1.949801e-05
43357,1,0.80796355
43358,0,0.0023494498
43359,0,0.04308036
43360,0,0.29505023
43361,0,0.052428603
43362,0,0.06768795
43363,0,0.09355673
43364,0,0.20109102
43365,0,0.47090435
